n,hugo_symbol_a,entrez_gene_id_a,hugo_symbol_b,entrez_gene_id_b,spearmancorr,spearmanp,pearsoncorr,pearsonp,spearmancorrsquare,pearsoncorrsquare,cancer_type,dataset_name,is_oncogene_a,is_tumor_suppressor_gene_a,is_oncogene_b,is_tumor_suppressor_gene_b
48,A1BG,1,C14orf167,55449,-0.466,0.001,-0.456,0.001,0.217,0.208,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf169,79697,-0.238,0.103,-0.214,0.143,0.057,0.046,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf179,112752,0.562,0,0.643,0,0.315,0.413,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf181,400223,0.397,0.005,0.309,0.032,0.158,0.096,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf183,196913,-0.415,0.003,-0.329,0.022,0.172,0.109,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf19,280655,0.317,0.028,0.387,0.007,0.1,0.149,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf21,161424,-0.567,0,-0.54,0,0.322,0.292,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf28,122525,0.389,0.006,0.506,0,0.151,0.256,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf2,9556,0.513,0,0.612,0,0.264,0.375,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf37,145407,-0.326,0.024,-0.255,0.08,0.107,0.065,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf43,91748,-0.471,0.001,-0.476,0.001,0.222,0.227,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf45,80127,-0.306,0.035,-0.202,0.17,0.093,0.041,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf4,64207,-0.378,0.008,-0.377,0.008,0.143,0.142,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf49,161176,-0.489,0,-0.426,0.003,0.239,0.181,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf50,145376,0.506,0,0.246,0.092,0.256,0.06,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf70,283601,0.157,0.288,0.213,0.147,0.024,0.045,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf79,122616,0.521,0,0.516,0,0.272,0.267,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf80,283643,0.446,0.001,0.444,0.002,0.199,0.197,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf93,60686,0.464,0.001,0.552,0,0.215,0.305,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf23,90417,-0.63,0,-0.556,0,0.396,0.309,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf28,80035,-0.639,0,-0.435,0.002,0.409,0.19,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf29,79768,-0.358,0.012,-0.346,0.016,0.128,0.12,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf34,80072,-0.306,0.035,-0.291,0.045,0.094,0.084,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf39,56905,-0.258,0.076,-0.266,0.068,0.067,0.071,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf40,123207,0.38,0.008,0.358,0.013,0.144,0.128,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf42,90381,-0.521,0,-0.436,0.002,0.271,0.19,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf44,81556,-0.269,0.064,-0.243,0.096,0.073,0.059,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf50,414926,-0.187,0.202,-0.21,0.153,0.035,0.044,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf51,196968,-0.245,0.093,-0.234,0.109,0.06,0.055,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf58,390637,-0.129,0.382,-0.249,0.087,0.017,0.062,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf62,643338,0.287,0.048,0.254,0.081,0.083,0.065,DLBC,cBioPortal,,,,
48,A1BG,1,C15orf63,25764,0.321,0.026,0.297,0.04,0.103,0.088,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf11,146325,-0.163,0.268,0.351,0.014,0.027,0.123,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf13,84326,0.543,0,0.681,0,0.295,0.464,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf42,115939,0.601,0,0.676,0,0.362,0.457,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf48,84080,0.468,0.001,0.605,0,0.219,0.366,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf52,730094,-0.44,0.002,-0.394,0.006,0.193,0.155,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf53,79447,0.272,0.062,0.377,0.008,0.074,0.142,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf54,283897,-0.221,0.132,-0.215,0.142,0.049,0.046,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf55,124045,0.129,0.382,0.337,0.019,0.017,0.114,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf61,56942,0.267,0.067,0.281,0.053,0.071,0.079,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf68,79091,0.28,0.054,0.391,0.006,0.079,0.152,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf70,80262,-0.236,0.106,-0.276,0.058,0.056,0.076,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf72,29035,-0.288,0.047,-0.266,0.067,0.083,0.071,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf75,116028,0.11,0.458,0.243,0.096,0.012,0.059,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf79,283870,0.364,0.011,0.222,0.129,0.133,0.049,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf81,283860,-0.229,0.117,-0.267,0.066,0.053,0.071,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf86,388284,0.41,0.004,0.284,0.05,0.168,0.081,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf87,388272,-0.393,0.006,-0.365,0.011,0.154,0.133,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf88,400506,-0.37,0.01,-0.377,0.008,0.137,0.142,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf91,283951,0.36,0.012,0.376,0.008,0.129,0.141,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf92,146378,0.197,0.179,0.374,0.009,0.039,0.14,DLBC,cBioPortal,,,,
48,A1BG,1,C16orf93,90835,0.411,0.004,0.373,0.009,0.169,0.139,DLBC,cBioPortal,,,,
48,A1BG,1,C17orf101,79701,0.475,0.001,0.385,0.007,0.225,0.148,DLBC,cBioPortal,,,,
