Cancer_Type,Hugo_Symbol,Gene_Id_Entrez,Hotspot,Number_of_Mutated_Samples,Total_Number_of_Samples,Overall_Mutation_Frequency,Dataset_Name,Is_Oncogene,Is_Tumour_Suppressor_Gene,Is_WDR
COADREAD,WDR16,0,0,6,528,1.14,cBioPortal,--,--,true
KIRP,SNRNP40,9410,0,1,274,0.36,cBioPortal,--,--,true
GBM,WDR64,128025,0,6,393,1.53,cBioPortal,--,--,true
HNSC,PWP1,11137,0,2,502,0.4,cBioPortal,--,--,true
KIRC,DCAF12L2,340578,0,1,356,0.28,cBioPortal,--,--,true
LGG,CDC20,991,0,2,509,0.39,cBioPortal,--,--,true
LIHC,WDR37,22884,0,2,358,0.56,cBioPortal,--,--,true
LUAD,COPA,1314,0,15,561,2.67,cBioPortal,--,--,true
LUSC,EDC4,23644,0,8,469,1.71,cBioPortal,--,--,true
SKCM,WDR44,54521,0,25,440,5.68,cBioPortal,--,--,true
OV,IFT122,55764,0,4,409,0.98,cBioPortal,--,--,true
PAAD,WDR66,0,0,1,174,0.57,cBioPortal,--,--,true
PRAD,DCAF12L2,340578,0,2,491,0.41,cBioPortal,--,--,true
SARC,WDR66,0,0,1,234,0.43,cBioPortal,--,--,true
UCEC,GNB2L1,0,0,10,515,1.94,cBioPortal,--,--,true
STAD,KIAA1432,0,0,9,435,2.07,cBioPortal,--,--,true
THYM,STRN4,29888,0,1,123,0.81,cBioPortal,--,--,true
BRCA,GNB2L1,0,0,4,1009,0.4,cBioPortal,--,--,true
BLCA,WDR72,256764,0,9,409,2.2,cBioPortal,--,--,true
ESCA,TLE3,7090,0,1,182,0.55,cBioPortal,false,false,true
CESC,IFT140,9742,0,6,281,2.14,cBioPortal,--,--,true
CHOL,TECPR2,9895,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,DCAF8,50717,0,8,528,1.52,cBioPortal,--,--,true
KIRP,NUP43,348995,0,1,274,0.36,cBioPortal,--,--,true
GBM,WDR76,79968,0,2,393,0.51,cBioPortal,--,--,true
HNSC,WDR48,57599,0,2,502,0.4,cBioPortal,--,--,true
KIRC,WDR73,84942,0,1,356,0.28,cBioPortal,--,--,true
LGG,WDR78,0,0,3,509,0.59,cBioPortal,--,--,true
LIHC,WDR20,91833,0,1,358,0.28,cBioPortal,--,--,true
LUAD,WDR77,79084,0,5,561,0.89,cBioPortal,--,--,true
LUSC,DTL,51514,0,2,469,0.43,cBioPortal,--,--,true
SKCM,WDR45,11152,0,4,440,0.91,cBioPortal,--,--,true
OV,PIK3R4,30849,0,8,409,1.96,cBioPortal,--,--,true
PAAD,AAAS,8086,0,1,174,0.57,cBioPortal,--,--,true
PRAD,ERBB2,2064,0,3,491,0.61,cBioPortal,true,false,false
SARC,WDR93,56964,0,1,234,0.43,cBioPortal,--,--,true
UCEC,WDR41,55255,0,22,515,4.27,cBioPortal,--,--,true
STAD,EML1,2009,0,17,435,3.91,cBioPortal,--,--,true
THYM,TLE1,7088,0,1,123,0.81,cBioPortal,false,false,true
BRCA,WDR90,197335,0,7,1009,0.69,cBioPortal,false,false,true
BLCA,FBXW5,54461,0,4,409,0.98,cBioPortal,--,--,true
ESCA,TLE4,7091,0,2,182,1.1,cBioPortal,false,false,true
CESC,TRAF7,84231,0,4,281,1.42,cBioPortal,false,false,true
CHOL,EML6,400954,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,WDR72,256764,0,15,528,2.84,cBioPortal,--,--,true
KIRP,MIOS,54468,0,1,274,0.36,cBioPortal,--,--,true
GBM,WDR81,124997,0,4,393,1.02,cBioPortal,--,--,true
HNSC,DENND3,22898,0,7,502,1.39,cBioPortal,--,--,true
KIRC,CORO1A,11151,0,3,356,0.84,cBioPortal,--,--,true
LGG,WDR63,0,0,4,509,0.79,cBioPortal,--,--,true
LIHC,IFT140,9742,0,2,358,0.56,cBioPortal,--,--,true
LUAD,WDR11,55717,0,4,561,0.71,cBioPortal,--,--,true
LUSC,FBXW10,10517,0,10,469,2.13,cBioPortal,--,--,true
SKCM,WDR45B,56270,0,8,440,1.82,cBioPortal,--,--,true
OV,FBXW12,285231,0,3,409,0.73,cBioPortal,--,--,true
PAAD,PAN2,9924,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDR59,79726,0,2,491,0.41,cBioPortal,--,--,true
SARC,RDH14,57665,0,1,234,0.43,cBioPortal,--,--,true
UCEC,PAK1IP1,55003,0,21,515,4.08,cBioPortal,--,--,true
STAD,DCAF7,10238,0,3,435,0.69,cBioPortal,--,--,true
THYM,GNB3,2784,0,1,123,0.81,cBioPortal,--,--,true
BRCA,WDR88,126248,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,DMXL1,1657,0,26,409,6.36,cBioPortal,--,--,true
ESCA,UTP18,51096,0,1,182,0.55,cBioPortal,--,--,true
CESC,EDC4,23644,0,4,281,1.42,cBioPortal,--,--,true
CHOL,SEC31A,22872,0,1,36,2.78,cBioPortal,false,false,true
COADREAD,WDR45,11152,0,14,528,2.65,cBioPortal,--,--,true
KIRP,BTRC,8945,0,2,274,0.73,cBioPortal,--,--,true
GBM,TSSC1,0,0,1,393,0.25,cBioPortal,--,--,true
HNSC,WDR5,11091,0,2,502,0.4,cBioPortal,--,--,true
KIRC,PPP2R2B,5521,0,3,356,0.84,cBioPortal,--,--,true
LGG,HIRA,7290,0,2,509,0.39,cBioPortal,false,true,true
LIHC,FBXW8,26259,0,1,358,0.28,cBioPortal,--,--,true
LUAD,WDR45B,56270,0,2,561,0.36,cBioPortal,--,--,true
LUSC,MPP7,143098,0,9,469,1.92,cBioPortal,--,--,true
SKCM,WDR5,11091,0,3,440,0.68,cBioPortal,--,--,true
OV,RBBP7,5931,0,4,409,0.98,cBioPortal,--,--,true
PAAD,WDR25,79446,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDR19,57728,0,1,491,0.2,cBioPortal,--,--,true
SARC,WDR6,11180,0,1,234,0.43,cBioPortal,--,--,true
UCEC,WDR46,9277,0,23,515,4.47,cBioPortal,--,--,true
STAD,PAK1IP1,55003,0,3,435,0.69,cBioPortal,--,--,true
THYM,WDR25,79446,0,1,123,0.81,cBioPortal,--,--,true
BRCA,WDR11,55717,0,8,1009,0.79,cBioPortal,--,--,true
BLCA,WDR27,253769,0,2,409,0.49,cBioPortal,--,--,true
ESCA,TNFSF13B,10673,0,1,182,0.55,cBioPortal,--,--,true
CESC,THOC6,79228,0,1,281,0.36,cBioPortal,--,--,true
CHOL,BRCA2,675,0,1,36,2.78,cBioPortal,false,true,false
COADREAD,RFWD2,0,0,11,528,2.08,cBioPortal,--,--,true
KIRP,STRAP,11171,0,1,274,0.36,cBioPortal,--,--,true
GBM,WDR45B,56270,0,2,393,0.51,cBioPortal,--,--,true
HNSC,WDR43,23160,0,2,502,0.4,cBioPortal,--,--,true
KIRC,AAMP,14,0,1,356,0.28,cBioPortal,--,--,true
LGG,BRWD1,54014,0,4,509,0.79,cBioPortal,--,--,true
LIHC,TSSC1,0,0,1,358,0.28,cBioPortal,--,--,true
LUAD,WDR70,55100,0,11,561,1.96,cBioPortal,--,--,true
LUSC,WDR91,29062,0,9,469,1.92,cBioPortal,--,--,true
SKCM,WDR47,22911,0,10,440,2.27,cBioPortal,--,--,true
OV,RWDD1,51389,0,2,409,0.49,cBioPortal,--,--,true
PAAD,NEDD1,121441,0,1,174,0.57,cBioPortal,--,--,true
PRAD,PALB2,79728,0,3,491,0.61,cBioPortal,false,true,true
SARC,TBL2,26608,0,1,234,0.43,cBioPortal,--,--,true
UCEC,RWDD1,51389,0,10,515,1.94,cBioPortal,--,--,true
STAD,RWDD2B,10069,0,6,435,1.38,cBioPortal,--,--,true
THYM,WSB2,55884,0,1,123,0.81,cBioPortal,--,--,true
BRCA,TECPR2,9895,0,6,1009,0.59,cBioPortal,--,--,true
BLCA,EML3,256364,0,5,409,1.22,cBioPortal,--,--,true
ESCA,TRAF7,84231,0,1,182,0.55,cBioPortal,false,false,true
CESC,CORO7,79585,0,7,281,2.49,cBioPortal,--,--,true
CHOL,WDR92,0,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,CDC20,991,0,2,528,0.38,cBioPortal,--,--,true
KIRP,CORO2B,10391,0,1,274,0.36,cBioPortal,--,--,true
GBM,CORO2A,7464,0,5,393,1.27,cBioPortal,--,--,true
HNSC,TBL2,26608,0,2,502,0.4,cBioPortal,--,--,true
KIRC,LRWD1,222229,0,3,356,0.84,cBioPortal,--,--,true
LGG,WDR4,10785,0,1,509,0.2,cBioPortal,--,--,true
LIHC,AHI1,54806,0,1,358,0.28,cBioPortal,--,--,true
LUAD,STRAP,11171,0,2,561,0.36,cBioPortal,--,--,true
LUSC,WDR86,349136,0,5,469,1.07,cBioPortal,--,--,true
SKCM,WDR48,57599,0,14,440,3.18,cBioPortal,--,--,true
OV,PLAA,9373,0,4,409,0.98,cBioPortal,--,--,true
PAAD,APAF1,317,0,1,174,0.57,cBioPortal,--,--,true
PRAD,DCAF12L1,139170,0,3,491,0.61,cBioPortal,--,--,true
SARC,WDR61,80349,0,1,234,0.43,cBioPortal,--,--,true
UCEC,AHI1,54806,0,33,515,6.41,cBioPortal,--,--,true
STAD,WDR54,84058,0,5,435,1.15,cBioPortal,--,--,true
THYM,BRCA2,675,0,2,123,1.63,cBioPortal,false,true,false
BRCA,GEMIN5,25929,0,7,1009,0.69,cBioPortal,--,--,true
BLCA,WDR52,0,0,12,409,2.93,cBioPortal,--,--,true
ESCA,TSSC1,0,0,2,182,1.1,cBioPortal,--,--,true
CESC,KATNB1,10300,0,4,281,1.42,cBioPortal,--,--,true
CHOL,WDR81,124997,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,DYNC1I2,1781,0,10,528,1.89,cBioPortal,--,--,true
KIRP,HIRA,7290,0,1,274,0.36,cBioPortal,false,true,true
GBM,RDH14,57665,0,1,393,0.25,cBioPortal,--,--,true
HNSC,CORO1A,11151,0,2,502,0.4,cBioPortal,--,--,true
KIRC,EIF2A,83939,0,1,356,0.28,cBioPortal,--,--,true
LGG,PWP2,5822,0,3,509,0.59,cBioPortal,--,--,true
LIHC,WDR60,0,0,4,358,1.12,cBioPortal,--,--,true
LUAD,DCAF5,8816,0,4,561,0.71,cBioPortal,--,--,true
LUSC,WDR25,79446,0,6,469,1.28,cBioPortal,--,--,true
SKCM,WDR49,151790,0,61,440,13.86,cBioPortal,--,--,true
OV,TLE4,7091,0,6,409,1.47,cBioPortal,false,false,true
PAAD,WDFY2,115825,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDR6,11180,0,2,491,0.41,cBioPortal,--,--,true
SARC,ERBB2,2064,0,1,234,0.43,cBioPortal,true,false,false
UCEC,FBXO30,84085,0,23,515,4.47,cBioPortal,--,--,true
STAD,UTP15,84135,0,2,435,0.46,cBioPortal,--,--,true
THYM,EML1,2009,0,1,123,0.81,cBioPortal,--,--,true
BRCA,RDH14,57665,0,3,1009,0.3,cBioPortal,--,--,true
BLCA,WDR76,79968,0,5,409,1.22,cBioPortal,--,--,true
ESCA,WDFY3,23001,0,7,182,3.85,cBioPortal,--,--,true
CESC,WDR59,79726,0,4,281,1.42,cBioPortal,--,--,true
CHOL,BRWD1,54014,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,WDR1,9948,0,9,528,1.7,cBioPortal,--,--,true
KIRP,GNB5,10681,0,1,274,0.36,cBioPortal,--,--,true
GBM,NEDD1,121441,0,2,393,0.51,cBioPortal,--,--,true
HNSC,WDR63,0,0,6,502,1.2,cBioPortal,--,--,true
KIRC,WDR17,116966,0,3,356,0.84,cBioPortal,--,--,true
LGG,WDR35,57539,0,1,509,0.2,cBioPortal,--,--,true
LIHC,WDR76,79968,0,1,358,0.28,cBioPortal,--,--,true
LUAD,SH2D2A,9047,0,7,561,1.25,cBioPortal,--,--,true
LUSC,SNRNP40,9410,0,4,469,0.85,cBioPortal,--,--,true
SKCM,AAAS,8086,0,13,440,2.95,cBioPortal,--,--,true
SKCM,WDR55,54853,0,7,440,1.59,cBioPortal,--,--,true
OV,WDR49,151790,0,5,409,1.22,cBioPortal,--,--,true
PAAD,WDHD1,11169,0,1,174,0.57,cBioPortal,--,--,true
PRAD,DNAI1,27019,0,1,491,0.2,cBioPortal,--,--,true
UCEC,EIF3B,8662,0,20,515,3.88,cBioPortal,--,--,true
STAD,PPP2R2A,5520,0,6,435,1.38,cBioPortal,false,true,true
THYM,GRWD1,83743,0,1,123,0.81,cBioPortal,--,--,true
BRCA,STXBP5,134957,0,8,1009,0.79,cBioPortal,--,--,true
BLCA,CORO1C,23603,0,6,409,1.47,cBioPortal,--,--,true
ESCA,VPRBP,0,0,2,182,1.1,cBioPortal,--,--,true
CESC,CDH1,999,0,3,281,1.07,cBioPortal,false,true,true
CHOL,DDB2,1643,0,2,36,5.56,cBioPortal,false,true,true
COADREAD,WDR31,114987,0,6,528,1.14,cBioPortal,--,--,true
KIRP,WDR89,112840,0,1,274,0.36,cBioPortal,--,--,true
GBM,TECPR2,9895,0,2,393,0.51,cBioPortal,--,--,true
HNSC,GNB5,10681,0,2,502,0.4,cBioPortal,--,--,true
KIRC,EML6,400954,0,2,356,0.56,cBioPortal,--,--,true
LGG,NOL10,79954,0,1,509,0.2,cBioPortal,--,--,true
LIHC,CORO7,79585,0,1,358,0.28,cBioPortal,--,--,true
LUAD,PREB,10113,0,10,561,1.78,cBioPortal,--,--,true
LUSC,WDR45B,56270,0,5,469,1.07,cBioPortal,--,--,true
SKCM,WDR52,0,0,23,440,5.23,cBioPortal,--,--,true
OV,RNASE7,84659,0,1,409,0.24,cBioPortal,--,--,true
PAAD,TEP1,7011,0,1,174,0.57,cBioPortal,--,--,true
PRAD,KIAA1432,0,0,3,491,0.61,cBioPortal,--,--,true
SARC,WDR5,11091,0,1,234,0.43,cBioPortal,--,--,true
UCEC,GNB2,2783,0,14,515,2.72,cBioPortal,--,--,true
STAD,PEX7,5191,0,3,435,0.69,cBioPortal,--,--,true
THYM,ERBB2,2064,0,1,123,0.81,cBioPortal,true,false,false
BRCA,PPWD1,23398,0,3,1009,0.3,cBioPortal,--,--,true
BLCA,TEP1,7011,0,17,409,4.16,cBioPortal,--,--,true
ESCA,WDFY1,57590,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDR90,197335,0,8,281,2.85,cBioPortal,false,false,true
CHOL,RFWD3,55159,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,WDR75,84128,0,11,528,2.08,cBioPortal,--,--,true
KIRP,PBLD,64081,0,1,274,0.36,cBioPortal,--,--,true
GBM,DCAF4,26094,0,3,393,0.76,cBioPortal,--,--,true
HNSC,STRN,6801,0,2,502,0.4,cBioPortal,false,false,true
KIRC,WDR74,54663,0,2,356,0.56,cBioPortal,--,--,true
LGG,WDSUB1,151525,0,1,509,0.2,cBioPortal,--,--,true
LIHC,WDR5,11091,0,1,358,0.28,cBioPortal,--,--,true
LUAD,WDR93,56964,0,4,561,0.71,cBioPortal,--,--,true
LUSC,RAE1,8480,0,4,469,0.85,cBioPortal,--,--,true
SKCM,WDR53,348793,0,4,440,0.91,cBioPortal,--,--,true
OV,VPRBP,0,0,6,409,1.47,cBioPortal,--,--,true
PAAD,DCAF11,80344,0,1,174,0.57,cBioPortal,--,--,true
PRAD,CDC20B,166979,0,3,491,0.61,cBioPortal,--,--,true
SARC,ATG16L1,55054,0,1,234,0.43,cBioPortal,--,--,true
UCEC,LRWD1,222229,0,22,515,4.27,cBioPortal,--,--,true
STAD,WDR46,9277,0,5,435,1.15,cBioPortal,--,--,true
THYM,FZR1,51343,0,2,123,1.63,cBioPortal,true,true,true
BRCA,RAE1,8480,0,5,1009,0.5,cBioPortal,--,--,true
BLCA,STRN3,29966,0,5,409,1.22,cBioPortal,--,--,true
ESCA,WDFY2,115825,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDR24,84219,0,3,281,1.07,cBioPortal,--,--,true
CHOL,COPA,1314,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,ARPC1A,10552,0,13,528,2.46,cBioPortal,--,--,true
KIRP,PAAF1,80227,0,1,274,0.36,cBioPortal,--,--,true
GBM,THOC6,79228,0,1,393,0.25,cBioPortal,--,--,true
HNSC,FBXW10,10517,0,4,502,0.8,cBioPortal,--,--,true
KIRC,IFT80,57560,0,2,356,0.56,cBioPortal,--,--,true
LGG,WDR75,84128,0,1,509,0.2,cBioPortal,--,--,true
LIHC,WDR11,55717,0,2,358,0.56,cBioPortal,--,--,true
LUAD,DNAI1,27019,0,4,561,0.71,cBioPortal,--,--,true
LUSC,TAF5,6877,0,4,469,0.85,cBioPortal,--,--,true
SKCM,WDR54,84058,0,6,440,1.36,cBioPortal,--,--,true
OV,WDPCP,51057,0,2,409,0.49,cBioPortal,--,--,true
PAAD,STRN3,29966,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDR46,9277,0,2,491,0.41,cBioPortal,--,--,true
SARC,PPP2R2B,5521,0,1,234,0.43,cBioPortal,--,--,true
UCEC,WDR91,29062,0,27,515,5.24,cBioPortal,--,--,true
STAD,MIOS,54468,0,6,435,1.38,cBioPortal,--,--,true
THYM,WDR87,83889,0,1,123,0.81,cBioPortal,--,--,true
BRCA,HIRA,7290,0,6,1009,0.59,cBioPortal,false,true,true
BLCA,WDR44,54521,0,10,409,2.44,cBioPortal,--,--,true
ESCA,WDR11,55717,0,1,182,0.55,cBioPortal,--,--,true
CESC,CORO6,84940,0,3,281,1.07,cBioPortal,--,--,true
CHOL,DMXL1,1657,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,RDH14,57665,0,3,528,0.57,cBioPortal,--,--,true
GBM,WDR49,151790,0,1,393,0.25,cBioPortal,--,--,true
HNSC,SRFBP1,153443,0,3,502,0.6,cBioPortal,--,--,true
LAML,GNB1,2782,0,1,199,0.5,cBioPortal,true,false,true
KIRC,WDR92,0,0,3,356,0.84,cBioPortal,--,--,true
LGG,C2orf44,0,0,1,509,0.2,cBioPortal,--,--,true
LIHC,RWDD3,25950,0,2,358,0.56,cBioPortal,--,--,true
LUAD,ZNF474,133923,0,6,561,1.07,cBioPortal,--,--,true
LUSC,KATNB1,10300,0,2,469,0.43,cBioPortal,--,--,true
SKCM,AMBRA1,55626,0,42,440,9.55,cBioPortal,--,--,true
SKCM,WDR60,0,0,17,440,3.86,cBioPortal,--,--,true
OV,GNB2,2783,0,3,409,0.73,cBioPortal,--,--,true
PAAD,MAPKBP1,23005,0,1,174,0.57,cBioPortal,--,--,true
PRAD,RPTOR,57521,0,4,491,0.81,cBioPortal,true,false,true
UCEC,ARPC1B,10095,0,16,515,3.11,cBioPortal,--,--,true
STAD,GNB4,59345,0,3,435,0.69,cBioPortal,--,--,true
THYM,WDR1,9948,0,1,123,0.81,cBioPortal,--,--,true
BRCA,TAF5,6877,0,7,1009,0.69,cBioPortal,--,--,true
BLCA,C18orf8,0,0,8,409,1.96,cBioPortal,--,--,true
ESCA,WDFY4,57705,0,13,182,7.14,cBioPortal,--,--,true
CESC,WDR81,124997,0,10,281,3.56,cBioPortal,--,--,true
CHOL,WDR33,55339,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,WDR45,11152,0,14,528,2.65,cBioPortal,--,--,true
KIRP,DYNC1I2,1781,0,1,274,0.36,cBioPortal,--,--,true
GBM,WRAP73,49856,0,1,393,0.25,cBioPortal,--,--,true
HNSC,WDPCP,51057,0,5,502,1,cBioPortal,--,--,true
KIRC,WDR20,91833,0,1,356,0.28,cBioPortal,--,--,true
LGG,SPAG16,79582,0,1,509,0.2,cBioPortal,--,--,true
LIHC,WSB2,55884,0,2,358,0.56,cBioPortal,--,--,true
LUAD,SMU1,55234,0,3,561,0.53,cBioPortal,--,--,true
LUSC,TAF5L,27097,0,9,469,1.92,cBioPortal,--,--,true
SKCM,AAMP,14,0,9,440,2.05,cBioPortal,--,--,true
SKCM,WDR59,79726,0,31,440,7.05,cBioPortal,--,--,true
OV,SCAP,22937,0,2,409,0.49,cBioPortal,--,--,true
PAAD,DCAF5,8816,0,1,174,0.57,cBioPortal,--,--,true
PRAD,HPS5,11234,0,3,491,0.61,cBioPortal,--,--,true
UCEC,WIPI2,26100,0,14,515,2.72,cBioPortal,--,--,true
STAD,PLAA,9373,0,6,435,1.38,cBioPortal,--,--,true
THYM,WDR3,10885,0,1,123,0.81,cBioPortal,--,--,true
BRCA,CORO7,79585,0,6,1009,0.59,cBioPortal,--,--,true
BLCA,PREB,10113,0,1,409,0.24,cBioPortal,--,--,true
ESCA,WDHD1,11169,0,1,182,0.55,cBioPortal,--,--,true
CESC,PAFAH1B1,5048,0,3,281,1.07,cBioPortal,--,--,true
CHOL,WDFY1,57590,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,EED,8726,0,4,528,0.76,cBioPortal,false,true,true
KIRP,WDTC1,23038,0,1,274,0.36,cBioPortal,--,--,true
GBM,FBXW7,55294,0,3,393,0.76,cBioPortal,false,true,true
HNSC,FZR1,51343,0,5,502,1,cBioPortal,true,true,true
KIRC,DMXL1,1657,0,3,356,0.84,cBioPortal,--,--,true
LGG,WDFY1,57590,0,2,509,0.39,cBioPortal,--,--,true
LIHC,WDR89,112840,0,1,358,0.28,cBioPortal,--,--,true
LUAD,PEX7,5191,0,1,561,0.18,cBioPortal,--,--,true
LUSC,COPB2,9276,0,5,469,1.07,cBioPortal,--,--,true
SKCM,DMWD,1762,0,15,440,3.41,cBioPortal,--,--,true
SKCM,WDR5B,54554,0,3,440,0.68,cBioPortal,--,--,true
OV,WDR35,57539,0,3,409,0.73,cBioPortal,--,--,true
PAAD,DCAF4,26094,0,1,174,0.57,cBioPortal,--,--,true
PRAD,PAN2,9924,0,3,491,0.61,cBioPortal,--,--,true
UCEC,TBL2,26608,0,19,515,3.69,cBioPortal,--,--,true
STAD,NLE1,54475,0,3,435,0.69,cBioPortal,--,--,true
THYM,DTL,51514,0,1,123,0.81,cBioPortal,--,--,true
BRCA,C18orf8,0,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,PRPF4,9128,0,5,409,1.22,cBioPortal,--,--,true
ESCA,WDPCP,51057,0,3,182,1.65,cBioPortal,--,--,true
CESC,WSB1,26118,0,2,281,0.71,cBioPortal,--,--,true
CHOL,WDFY3,23001,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,WDR90,197335,0,16,528,3.03,cBioPortal,false,false,true
KIRP,WDR66,0,0,1,274,0.36,cBioPortal,--,--,true
GBM,WRAP53,55135,0,5,393,1.27,cBioPortal,--,--,true
HNSC,DCAF8,50717,0,1,502,0.2,cBioPortal,--,--,true
KIRC,PGR,5241,0,2,356,0.56,cBioPortal,true,false,false
LGG,ATG16L1,55054,0,1,509,0.2,cBioPortal,--,--,true
LIHC,WDR35,57539,0,3,358,0.84,cBioPortal,--,--,true
LUAD,ESR1,2099,0,12,561,2.14,cBioPortal,true,false,false
LUSC,WDHD1,11169,0,9,469,1.92,cBioPortal,--,--,true
SKCM,AHI1,54806,0,15,440,3.41,cBioPortal,--,--,true
SKCM,WDR6,11180,0,40,440,9.09,cBioPortal,--,--,true
OV,TAF5,6877,0,2,409,0.49,cBioPortal,--,--,true
PAAD,EML5,161436,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDHD1,11169,0,2,491,0.41,cBioPortal,--,--,true
UCEC,MIOS,54468,0,26,515,5.05,cBioPortal,--,--,true
STAD,WDSUB1,151525,0,4,435,0.92,cBioPortal,--,--,true
THYM,WDR33,55339,0,1,123,0.81,cBioPortal,--,--,true
BRCA,DCAF8L2,347442,0,4,1009,0.4,cBioPortal,--,--,true
BLCA,PPP2R2D,55844,0,5,409,1.22,cBioPortal,--,--,true
ESCA,WDR19,57728,0,4,182,2.2,cBioPortal,--,--,true
CESC,C18orf8,0,0,2,281,0.71,cBioPortal,--,--,true
CHOL,VPRBP,0,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,CDRT1,374286,0,16,528,3.03,cBioPortal,--,--,true
GBM,TBL1XR1,79718,0,1,393,0.25,cBioPortal,true,false,true
HNSC,UTP15,84135,0,3,502,0.6,cBioPortal,--,--,true
LAML,ATG16L1,55054,0,1,199,0.5,cBioPortal,--,--,true
KIRC,RFWD2,0,0,2,356,0.56,cBioPortal,--,--,true
LGG,PIK3R4,30849,0,2,509,0.39,cBioPortal,--,--,true
LIHC,WDR92,0,0,2,358,0.56,cBioPortal,--,--,true
LUAD,CORO1A,11151,0,3,561,0.53,cBioPortal,--,--,true
LUSC,EML1,2009,0,14,469,2.99,cBioPortal,--,--,true
SKCM,ATG16L1,55054,0,15,440,3.41,cBioPortal,--,--,true
SKCM,WDR64,128025,0,24,440,5.45,cBioPortal,--,--,true
OV,PPWD1,23398,0,1,409,0.24,cBioPortal,--,--,true
PAAD,CORO2B,10391,0,2,174,1.15,cBioPortal,--,--,true
PRAD,KCTD3,51133,0,1,491,0.2,cBioPortal,--,--,true
UCEC,NSMAF,8439,0,34,515,6.6,cBioPortal,--,--,true
STAD,FBXW4,6468,0,5,435,1.15,cBioPortal,--,--,true
THYM,ARPC1A,10552,0,1,123,0.81,cBioPortal,--,--,true
BRCA,WDR65,0,0,4,1009,0.4,cBioPortal,--,--,true
BLCA,RBBP7,5931,0,4,409,0.98,cBioPortal,--,--,true
ESCA,WDR12,55759,0,1,182,0.55,cBioPortal,--,--,true
CESC,RPTOR,57521,0,8,281,2.85,cBioPortal,true,false,true
CHOL,CDC20B,166979,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,CIRH1A,0,0,16,528,3.03,cBioPortal,--,--,true
GBM,DENND3,22898,0,3,393,0.76,cBioPortal,--,--,true
HNSC,ELP2,55250,0,3,502,0.6,cBioPortal,false,false,true
LAML,DCAF6,55827,0,1,199,0.5,cBioPortal,--,--,true
KIRC,TRAF7,84231,0,2,356,0.56,cBioPortal,false,false,true
LGG,IFT172,26160,0,2,509,0.39,cBioPortal,--,--,true
LIHC,RBBP4,5928,0,2,358,0.56,cBioPortal,--,--,true
LUAD,BUB3,9184,0,4,561,0.71,cBioPortal,--,--,true
LUSC,STXBP5,134957,0,9,469,1.92,cBioPortal,--,--,true
SKCM,APAF1,317,0,13,440,2.95,cBioPortal,--,--,true
SKCM,WDR61,80349,0,4,440,0.91,cBioPortal,--,--,true
OV,DCAF8,50717,0,2,409,0.49,cBioPortal,--,--,true
PAAD,DMXL2,23312,0,1,174,0.57,cBioPortal,--,--,true
PRAD,FBXW9,84261,0,1,491,0.2,cBioPortal,--,--,true
UCEC,DCAF13,25879,0,26,515,5.05,cBioPortal,--,--,true
STAD,WDR11,55717,0,10,435,2.3,cBioPortal,--,--,true
THYM,WDR41,55255,0,1,123,0.81,cBioPortal,--,--,true
BRCA,WDR46,9277,0,5,1009,0.5,cBioPortal,--,--,true
BLCA,VPRBP,0,0,5,409,1.22,cBioPortal,--,--,true
ESCA,WDR16,0,0,2,182,1.1,cBioPortal,--,--,true
CESC,WDR45B,56270,0,4,281,1.42,cBioPortal,--,--,true
CHOL,DNAI1,27019,0,1,36,2.78,cBioPortal,--,--,true
COADREAD,FBXO30,84085,0,11,528,2.08,cBioPortal,--,--,true
GBM,TBL2,26608,0,2,393,0.51,cBioPortal,--,--,true
HNSC,WDR16,0,0,3,502,0.6,cBioPortal,--,--,true
LAML,FBXO30,84085,0,2,199,1.01,cBioPortal,--,--,true
KIRC,WDR87,83889,0,1,356,0.28,cBioPortal,--,--,true
LGG,STXBP5L,9515,0,3,509,0.59,cBioPortal,--,--,true
LIHC,DCAF4L1,285429,0,2,358,0.56,cBioPortal,--,--,true
LUAD,RWDD2B,10069,0,4,561,0.71,cBioPortal,--,--,true
LUSC,GNB2,2783,0,2,469,0.43,cBioPortal,--,--,true
